profile,seed,n,selectivity,policy_complexity,certificate_bytes,server_generation_ms,client_verification_ms,sqlite_query_ms,authorized_rows,range_rows,tree_build_ms,semantic_checked
health_release,1701,3000,0.1,1,62811,4.178677,2.647604,0.077483,7,291,131.942971,True
health_release,1701,3000,0.2,1,93451,5.779425,3.855476,0.101755,16,653,131.942971,True
health_release,1701,3000,0.02,3,21710,2.551968,1.367174,0.224917,5,61,131.942971,True
health_release,1701,3000,0.05,3,38146,3.329593,1.934124,0.098604,18,144,131.942971,True
health_release,1701,3000,0.1,3,58620,4.135341,2.580446,0.120578,24,270,131.942971,True
health_release,1701,3000,0.2,3,56906,4.133863,2.576882,0.137841,68,638,131.942971,True
health_release,1701,3000,0.02,5,21988,2.435085,1.460274,0.165518,11,62,131.942971,True
health_release,1701,3000,0.05,5,40316,3.099341,1.844035,0.092145,31,172,131.942971,True
health_release,1701,3000,0.1,5,61318,4.821924,2.995401,0.105965,44,278,131.942971,True
health_release,1701,3000,0.2,5,86553,5.74829,3.392088,0.267283,124,637,131.942971,True
health_release,1723,3000,0.02,1,24013,2.959575,1.715786,0.16018,1,69,129.430754,True
health_release,1723,3000,0.05,1,35393,3.31439,1.827412,0.127759,7,142,129.430754,True
health_release,1723,3000,0.1,1,31969,3.165496,1.669952,0.157703,10,300,129.430754,True
health_release,1723,3000,0.2,1,88471,5.342794,3.329937,0.13246,20,635,129.430754,True
health_release,1723,3000,0.02,3,21770,2.763448,1.729654,0.162532,8,54,129.430754,True
health_release,1723,3000,0.05,3,41724,3.610465,2.231387,0.094479,22,163,129.430754,True
health_release,1723,3000,0.1,3,67991,4.738441,3.061019,0.122446,27,321,129.430754,True
health_release,1723,3000,0.2,3,52539,3.79359,2.245422,0.168333,69,636,129.430754,True
health_release,1723,3000,0.02,5,24745,2.804559,1.61471,0.191104,7,64,129.430754,True
health_release,1723,3000,0.05,5,38103,3.547822,2.117449,0.138819,24,144,129.430754,True
health_release,1723,3000,0.1,5,67894,4.477665,2.827413,0.146183,57,335,129.430754,True
health_release,1723,3000,0.2,5,53907,4.666324,2.914559,0.236317,99,613,129.430754,True
health_release,1759,3000,0.02,1,19001,1.92016,0.95888,0.171668,1,52,285.045512,True
health_release,1759,3000,0.05,1,36900,3.379554,2.110942,0.071063,3,147,285.045512,True
health_release,1759,3000,0.1,1,63329,4.136879,2.571636,0.095408,9,300,285.045512,True
health_release,1759,3000,0.2,1,49005,3.588668,1.956126,0.101704,14,597,285.045512,True
health_release,1759,3000,0.02,3,21484,2.559301,1.361347,0.229126,5,62,285.045512,True
health_release,1759,3000,0.05,3,42104,3.738081,2.127348,0.089766,8,165,285.045512,True
health_release,1759,3000,0.1,3,63417,4.673943,2.71271,0.114489,32,301,285.045512,True
health_release,1759,3000,0.2,3,82619,5.134122,3.421965,0.129548,51,596,285.045512,True
